,sample.id,EV1,EV2,EV3,EV4,,,,,Type,Cultivar,,Group,core,Phylos_type,Type_final
638,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Romulan_a1_SRR4448483_1_THC_Dominant_sorted.bam,0.02047533,0.045587,0.02177557,-0.0526046,Romulan_a1,_,SRR4448483_1,_,Type_I_,Romulan_a1_SRR4448483_1_Type_I_,Romulan_a1_SRR4448483_1_Type_I_,Group 2,,Hemp,Hemp
502,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/MOB_Rhode_Island_Heirloom_a1_SRR4448484_1_LANDRACE_sorted.bam,0.01589807,0.04916909,-0.0332445,0.06881371,MOB_Rhode_Island_Heirloom_a1,_,SRR4448484_1,_,LANDRACE,MOB_Rhode_Island_Heirloom_a1_SRR4448484_1_LANDRACE,MOB_Rhode_Island_Heirloom_a1_SRR4448484_1_LANDRACE,Group 3,,Hemp,Hemp
612,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Purple_Arrow_a1_SRR4448486_1_THC_Dominant_sorted.bam,0.0198807,0.01715226,0.00623824,-0.0131378,Purple_Arrow_a1,_,SRR4448486_1,_,Type_I_,Purple_Arrow_a1_SRR4448486_1_Type_I_,Purple_Arrow_a1_SRR4448486_1_Type_I_,Group 2,,Hemp,Hemp
750,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Tangerine_Dream_a1_SRR4448491_1_THC_Dominant_sorted.bam,-0.0140158,0.03390061,-0.0565142,0.01650536,Tangerine_Dream_a1,_,SRR4448491_1,_,Type_I_,Tangerine_Dream_a1_SRR4448491_1_Type_I_,Tangerine_Dream_a1_SRR4448491_1_Type_I_,Group 3,,Hemp,Hemp
77,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Berry_White_b1_SRR4448492_1_THC_Dominant_sorted.bam,0.01504953,0.00429566,0.02451952,0.04730988,Berry_White_b1,_,SRR4448492_1,_,Type_I_,Berry_White_b1_SRR4448492_1_Type_I_,Berry_White_b1_SRR4448492_1_Type_I_,Group 1,,Hemp,Hemp
332,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/GSC_Maybe_a1_SRR4448495_1_THC_Dominant_sorted.bam,-0.0282263,0.04357084,0.02620436,-0.0405151,GSC_Maybe_a1,_,SRR4448495_1,_,Type_I_,GSC_Maybe_a1_SRR4448495_1_Type_I_,GSC_Maybe_a1_SRR4448495_1_Type_I_,Group 3,,Hemp,Hemp
225,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Crippled_Rhino_a1_SRR4448498_1_THC_Dominant_sorted.bam,-0.0225551,-0.0141362,-0.0112034,0.00110113,Crippled_Rhino_a1,_,SRR4448498_1,_,Type_I_,Crippled_Rhino_a1_SRR4448498_1_Type_I_,Crippled_Rhino_a1_SRR4448498_1_Type_I_,Group 4,,Hemp,Hemp
802,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Vanilluna_a1_SRR4448507_1_THC_Dominant_sorted.bam,-0.014005,0.03427308,-0.0607098,0.05750531,Vanilluna_a1,_,SRR4448507_1,_,Type_I_,Vanilluna_a1_SRR4448507_1_Type_I_,Vanilluna_a1_SRR4448507_1_Type_I_,Group 3,core 24,Hemp,Hemp
493,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Menthel_Bubble_Gum_a1_SRR4448510_1_THC_Dominant_sorted.bam,-0.0043003,0.00786779,0.03074449,0.03534277,Menthel_Bubble_Gum_a1,_,SRR4448510_1,_,Type_I_,Menthel_Bubble_Gum_a1_SRR4448510_1_Type_I_,Menthel_Bubble_Gum_a1_SRR4448510_1_Type_I_,Group 1,core 15,Hemp,Hemp
551,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/P91_a1_SRR4448512_1_THC_Dominant_sorted.bam,-0.0041328,-0.0378836,-0.051062,0.02347189,P91_a1,_,SRR4448512_1,_,Type_I_,P91_a1_SRR4448512_1_Type_I_,P91_a1_SRR4448512_1_Type_I_,Group 4,,Hemp,Hemp
786,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/True_Purple_a1_SRR4448524_1_UNKNOWN_sorted.bam,0.00714898,0.0323983,-0.0044803,0.0549383,True_Purple_a1,_,SRR4448524_1,_,UNKNOWN,True_Purple_a1_SRR4448524_1_UNKNOWN,True_Purple_a1_SRR4448524_1_UNKNOWN,Group 3,,Hemp,Hemp
483,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Matanuska_Thunder_Fuck_a1_SRR4448534_1_THC_Dominant_sorted.bam,0.029969,0.03054825,-0.0256763,-0.0302637,Matanuska_Thunder_Fuck_a1,_,SRR4448534_1,_,Type_I_,Matanuska_Thunder_Fuck_a1_SRR4448534_1_Type_I_,Matanuska_Thunder_Fuck_a1_SRR4448534_1_Type_I_,Group 2,,Hemp,Hemp
40,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Afgoo_c1_SRR4448536_1_THC_Dominant_sorted.bam,0.0206714,-0.0004294,0.01503035,0.06386097,Afgoo_c1,_,SRR4448536_1,_,Type_I_,Afgoo_c1_SRR4448536_1_Type_I_,Afgoo_c1_SRR4448536_1_Type_I_,Group 1,,Hemp,Hemp
220,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Cotton_Candy_a1_SRR4448557_1_THC_Dominant_sorted.bam,0.00939178,-0.0131579,0.01728832,0.00925362,Cotton_Candy_a1,_,SRR4448557_1,_,Type_I_,Cotton_Candy_a1_SRR4448557_1_Type_I_,Cotton_Candy_a1_SRR4448557_1_Type_I_,Group 1,,Hemp,Hemp
82,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Black_Berry_Kush_a1_SRR4448560_1_THC_Dominant_sorted.bam,-0.0480613,0.08300603,0.01779261,0.03023154,Black_Berry_Kush_a1,_,SRR4448560_1,_,Type_I_,Black_Berry_Kush_a1_SRR4448560_1_Type_I_,Black_Berry_Kush_a1_SRR4448560_1_Type_I_,Group 3,,Hemp,Hemp
642,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Root_Beer_Float_a1_SRR4448561_1_THC_Dominant_sorted.bam,0.00088306,0.01946265,-0.0451627,0.02383427,Root_Beer_Float_a1,_,SRR4448561_1,_,Type_I_,Root_Beer_Float_a1_SRR4448561_1_Type_I_,Root_Beer_Float_a1_SRR4448561_1_Type_I_,Group 3,,Hemp,Hemp
643,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Root_Beer_Float_b1_SRR4448562_1_THC_Dominant_sorted.bam,-0.0062495,0.01732286,-0.0591447,0.02971565,Root_Beer_Float_b1,_,SRR4448562_1,_,Type_I_,Root_Beer_Float_b1_SRR4448562_1_Type_I_,Root_Beer_Float_b1_SRR4448562_1_Type_I_,Group 3,,Hemp,Hemp
500,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Mexico_Verde_Limon_a1_SRR4448566_1_THC_Dominant_sorted.bam,0.00884905,-0.0050583,0.00151499,0.01387831,Mexico_Verde_Limon_a1,_,SRR4448566_1,_,Type_I_,Mexico_Verde_Limon_a1_SRR4448566_1_Type_I_,Mexico_Verde_Limon_a1_SRR4448566_1_Type_I_,Group 1,,Hemp,Hemp
644,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Root_Beer_Float_c1_SRR4448569_1_THC_Dominant_sorted.bam,-0.0176892,-0.0139626,-0.0272542,0.01546742,Root_Beer_Float_c1,_,SRR4448569_1,_,Type_I_,Root_Beer_Float_c1_SRR4448569_1_Type_I_,Root_Beer_Float_c1_SRR4448569_1_Type_I_,Group 4,,Hemp,Hemp
333,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/GSC_Mint_a1_SRR4448573_1_THC_Dominant_sorted.bam,0.00249394,0.01119399,-0.0253795,0.03213773,GSC_Mint_a1,_,SRR4448573_1,_,Type_I_,GSC_Mint_a1_SRR4448573_1_Type_I_,GSC_Mint_a1_SRR4448573_1_Type_I_,Group 3,,Hemp,Hemp
710,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Stella_Blues_x_Wako_Haze_a1_SRR4448575_1_THC_Dominant_sorted.bam,0.01632792,-0.0045216,0.00912702,0.02899767,Stella_Blues_x_Wako_Haze_a1,_,SRR4448575_1,_,Type_I_,Stella_Blues_x_Wako_Haze_a1_SRR4448575_1_Type_I_,Stella_Blues_x_Wako_Haze_a1_SRR4448575_1_Type_I_,Group 1,,Hemp,Hemp
360,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Hemp_cultivar_NLH_a1_SRR4448585_1_Hemp_sorted.bam,0.02683992,0.03890152,0.00126829,-0.0344957,Hemp_cultivar_NLH_a1,_,SRR4448585_1,_,Hemp,Hemp_cultivar_NLH_a1_SRR4448585_1_Hemp,Hemp_cultivar_NLH_a1_SRR4448585_1_Hemp,Group 2,,Hemp,Hemp
645,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Root_Beer_Float_d1_SRR4448594_1_THC_Dominant_sorted.bam,-0.0197843,0.02442782,-0.0511096,0.03349117,Root_Beer_Float_d1,_,SRR4448594_1,_,Type_I_,Root_Beer_Float_d1_SRR4448594_1_Type_I_,Root_Beer_Float_d1_SRR4448594_1_Type_I_,Group 3,,Hemp,Hemp
466,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/LSD_b1_SRR4448595_1_THC_Dominant_sorted.bam,0.01331291,0.01166583,-0.0590254,0.02164046,LSD_b1,_,SRR4448595_1,_,Type_I_,LSD_b1_SRR4448595_1_Type_I_,LSD_b1_SRR4448595_1_Type_I_,Group 3,,Hemp,Hemp
647,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Root_Beer_Float_f1_SRR4448597_1_THC_Dominant_sorted.bam,-0.0149242,0.01015638,-0.044982,0.02957142,Root_Beer_Float_f1,_,SRR4448597_1,_,Type_I_,Root_Beer_Float_f1_SRR4448597_1_Type_I_,Root_Beer_Float_f1_SRR4448597_1_Type_I_,Group 3,,Hemp,Hemp
99,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Blotter_c1_SRR4448598_1_THC_Dominant_sorted.bam,0.00722534,0.02298308,-0.0662052,0.01613109,Blotter_c1,_,SRR4448598_1,_,Type_I_,Blotter_c1_SRR4448598_1_Type_I_,Blotter_c1_SRR4448598_1_Type_I_,Group 3,,Hemp,Hemp
100,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Blotter_d1_SRR4448599_1_THC_Dominant_sorted.bam,0.01195871,-0.0107932,-0.0412438,0.00543927,Blotter_d1,_,SRR4448599_1,_,Type_I_,Blotter_d1_SRR4448599_1_Type_I_,Blotter_d1_SRR4448599_1_Type_I_,Group 3,,Hemp,Hemp
101,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Blotter_e1_SRR4448600_1_THC_Dominant_sorted.bam,0.00766599,0.01159743,-0.0024109,0.02491628,Blotter_e1,_,SRR4448600_1,_,Type_I_,Blotter_e1_SRR4448600_1_Type_I_,Blotter_e1_SRR4448600_1_Type_I_,Group 1,,Hemp,Hemp
102,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Blotter_f1_SRR4448601_1_THC_Dominant_sorted.bam,0.00717897,0.03034936,-0.0186914,0.01268042,Blotter_f1,_,SRR4448601_1,_,Type_I_,Blotter_f1_SRR4448601_1_Type_I_,Blotter_f1_SRR4448601_1_Type_I_,Group 3,,Hemp,Hemp
89,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Black_Trinity_a1_SRR4448605_1_THC_Dominant_sorted.bam,-0.0246933,0.03524353,0.03027994,0.00821155,Black_Trinity_a1,_,SRR4448605_1,_,Type_I_,Black_Trinity_a1_SRR4448605_1_Type_I_,Black_Trinity_a1_SRR4448605_1_Type_I_,Group 3,core 1,Hemp,Hemp
90,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Black_Trinity_b1_SRR4448606_1_THC_Dominant_sorted.bam,0.00784591,-0.0040102,0.01085824,0.02600932,Black_Trinity_b1,_,SRR4448606_1,_,Type_I_,Black_Trinity_b1_SRR4448606_1_Type_I_,Black_Trinity_b1_SRR4448606_1_Type_I_,Group 1,,Hemp,Hemp
91,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Black_Trinity_c1_SRR4448607_1_THC_Dominant_sorted.bam,-0.010938,0.02496068,0.03306656,0.01883569,Black_Trinity_c1,_,SRR4448607_1,_,Type_I_,Black_Trinity_c1_SRR4448607_1_Type_I_,Black_Trinity_c1_SRR4448607_1_Type_I_,Group 3,,Hemp,Hemp
92,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Black_Trinity_d1_SRR4448608_1_THC_Dominant_sorted.bam,-0.0066823,0.04067686,0.01826337,0.01176286,Black_Trinity_d1,_,SRR4448608_1,_,Type_I_,Black_Trinity_d1_SRR4448608_1_Type_I_,Black_Trinity_d1_SRR4448608_1_Type_I_,Group 3,,Hemp,Hemp
94,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Black_Trinity_f1_SRR4448609_1_THC_Dominant_sorted.bam,-0.0151134,0.01940667,0.0148141,0.01127176,Black_Trinity_f1,_,SRR4448609_1,_,Type_I_,Black_Trinity_f1_SRR4448609_1_Type_I_,Black_Trinity_f1_SRR4448609_1_Type_I_,Group 3,,Hemp,Hemp
93,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Black_Trinity_e1_SRR4448610_1_THC_Dominant_sorted.bam,-0.0257866,0.00870969,0.04762806,0.01172878,Black_Trinity_e1,_,SRR4448610_1,_,Type_I_,Black_Trinity_e1_SRR4448610_1_Type_I_,Black_Trinity_e1_SRR4448610_1_Type_I_,Group 1,,Hemp,Hemp
313,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Gorilla_Glue_4_a1_SRR4448623_1_THC_Dominant_sorted.bam,-0.0005304,0.02229517,-0.0234914,0.06007637,Gorilla_Glue_4_a1,_,SRR4448623_1,_,Type_I_,Gorilla_Glue_4_a1_SRR4448623_1_Type_I_,Gorilla_Glue_4_a1_SRR4448623_1_Type_I_,Group 3,,Hemp,Hemp
832,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Williams_Wonder_a1_SRR4448627_1_THC_Dominant_sorted.bam,0.01594799,0.02816691,-0.001691,-0.0328823,Williams_Wonder_a1,_,SRR4448627_1,_,Type_I_,Williams_Wonder_a1_SRR4448627_1_Type_I_,Williams_Wonder_a1_SRR4448627_1_Type_I_,Group 2,core 25,Hemp,Hemp
672,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Snow_Leopard_a1_SRR4448639_1_THC_Dominant_sorted.bam,0.01973334,0.01913313,0.00373292,-0.0116598,Snow_Leopard_a1,_,SRR4448639_1,_,Type_I_,Snow_Leopard_a1_SRR4448639_1_Type_I_,Snow_Leopard_a1_SRR4448639_1_Type_I_,Group 2,,Hemp,Hemp
121,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Blue_Dynamite_a1_1_SRR4448742_1_THC_Dominant_sorted.bam,0.01508678,0.05309128,-0.0081266,-2.42E-05,Blue_dynamite_a1,_,SRR4448645_1,_,Type_I_,Blue_dynamite_a1_SRR4448645_1_Type_I_,Blue_Dynamite_a1_1_SRR4448742_1_Type_I_,Group 4,,Hemp,Hemp
615,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Purple_Diesel_a1_SRR4448650_1_THC_Dominant_sorted.bam,0.03512656,0.01203214,-0.0048483,-0.0185686,Purple_Diesel_a1,_,SRR4448650_1,_,Type_I_,Purple_Diesel_a1_SRR4448650_1_Type_I_,Purple_Diesel_a1_SRR4448650_1_Type_I_,Group 2,,Hemp,Hemp
587,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Pit_Bull_a1_SRR4448652_1_THC_Dominant_sorted.bam,0.01507615,0.00353765,-0.0270446,-0.0079018,Pit_Bull_a1,_,SRR4448652_1,_,Type_I_,Pit_Bull_a1_SRR4448652_1_Type_I_,Pit_Bull_a1_SRR4448652_1_Type_I_,Group 4,,Hemp,Hemp
673,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Snow_White_a1_SRR4448659_1_THC_Dominant_sorted.bam,0.01526274,0.04716329,-0.0340437,0.06819385,Snow_White_a1,_,SRR4448659_1,_,Type_I_,Snow_White_a1_SRR4448659_1_Type_I_,Snow_White_a1_SRR4448659_1_Type_I_,Group 3,,Hemp,Hemp
41,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Afgoo_d1_SRR4448690_1_THC_Dominant_sorted.bam,0.0187032,-0.0020104,0.0141669,0.05958465,Afgoo_d1,_,SRR4448690_1,_,Type_I_,Afgoo_d1_SRR4448690_1_Type_I_,Afgoo_d1_SRR4448690_1_Type_I_,Group 1,,Hemp,Hemp
528,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/NYC_Diesel_06_a1_SRR4448700_1_THC_Dominant_sorted.bam,0.02522876,-0.0093679,-0.0133063,0.02470986,NYC_Diesel_06_a1,_,SRR4448700_1,_,Type_I_,NYC_Diesel_06_a1_SRR4448700_1_Type_I_,NYC_Diesel_06_a1_SRR4448700_1_Type_I_,Group 1,,Hemp,Hemp
652,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/RS2_a1_SRR4448714_1_THC_Dominant_sorted.bam,0.00450221,0.01050997,0.00787599,0.00453479,RS2_a1,_,SRR4448714_1,_,Type_I_,RS2_a1_SRR4448714_1_Type_I_,RS2_a1_SRR4448714_1_Type_I_,Group 2,,Hemp,Hemp
718,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Strawberry_Rhino_a1_SRR4448722_1_THC_Dominant_sorted.bam,0.0130621,0.01546775,0.00870634,-0.0119701,Strawberry_Rhino_a1,_,SRR4448722_1,_,Type_I_,Strawberry_Rhino_a1_SRR4448722_1_Type_I_,Strawberry_Rhino_a1_SRR4448722_1_Type_I_,Group 2,,Hemp,Hemp
433,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Kush_b1_SRR4448723_1_THC_Dominant_sorted.bam,0.01326886,0.01665579,0.00368887,-0.0163705,Kush_b1,_,SRR4448723_1,_,Type_I_,Kush_b1_SRR4448723_1_Type_I_,Kush_b1_SRR4448723_1_Type_I_,Group 2,,Hemp,Hemp
283,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Flo_b1_SRR4448735_1_THC_Dominant_sorted.bam,0.0111841,0.00338859,0.00927007,0.04815697,Flo_b1,_,SRR4448735_1,_,Type_I_,Flo_b1_SRR4448735_1_Type_I_,Flo_b1_SRR4448735_1_Type_I_,Group 1,,Hemp,Hemp
122,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Blue_dynamite_a1_SRR4448645_1_THC_Dominant_sorted.bam,-0.0008838,-0.0051649,-0.017584,0.00478686,Blue_Dynamite_a1_1,_,SRR4448742_1,_,Type_I_,Blue_Dynamite_a1_1_SRR4448742_1_Type_I_,Blue_dynamite_a1_SRR4448645_1_Type_I_,Group 3,,Hemp,Hemp
67,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Apple_Kush_a1_SRR4448743_1_THC_Dominant_sorted.bam,0.00995189,0.01372319,-0.0546028,0.02475968,Apple_Kush_a1,_,SRR4448743_1,_,Type_I_,Apple_Kush_a1_SRR4448743_1_Type_I_,Apple_Kush_a1_SRR4448743_1_Type_I_,Group 3,,Hemp,Hemp
741,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Sweet_Island_Skunk_a1_SRR4448746_1_THC_Dominant_sorted.bam,0.00122887,0.00022728,0.01619989,0.02615722,Sweet_Island_Skunk_a1,_,SRR4448746_1,_,Type_I_,Sweet_Island_Skunk_a1_SRR4448746_1_Type_I_,Sweet_Island_Skunk_a1_SRR4448746_1_Type_I_,Group 1,,Hemp,Hemp
557,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Pakistan_Valley_Kush_a1_SRR4448760_1_LANDRACE_sorted.bam,-0.0047677,-0.0242913,0.00585023,0.03944674,Pakistan_Valley_Kush_a1,_,SRR4448760_1,_,LANDRACE,Pakistan_Valley_Kush_a1_SRR4448760_1_LANDRACE,Pakistan_Valley_Kush_a1_SRR4448760_1_LANDRACE,Group 1,core 18,Hemp,Hemp
293,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Galakc_Shun_a1_SRR4448761_1_Hemp_sorted.bam,0.0113263,0.04371291,0.00104612,-0.0021299,Galakc_Shun_a1,_,SRR4448761_1,_,Hemp,Galakc_Shun_a1_SRR4448761_1_Hemp,Galakc_Shun_a1_SRR4448761_1_Hemp,Group 3,,Hemp,Hemp
556,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Pakistan_Chitral_a1_SRR4448822_1_Hemp_sorted.bam,-0.0186496,-0.0346024,-0.0120474,0.01618467,Pakistan_Chitral_a1,_,SRR4448822_1,_,Hemp,Pakistan_Chitral_a1_SRR4448822_1_Hemp,Pakistan_Chitral_a1_SRR4448822_1_Hemp,Group 4,,Hemp,Hemp
221,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Cotton_Candy_DL_a1_SRR4450086_1_THC_Dominant_sorted.bam,0.01084894,0.01135016,-0.0571733,0.02099593,Cotton_Candy_DL_a1,_,SRR4450086_1,_,Type_I_,Cotton_Candy_DL_a1_SRR4450086_1_Type_I_,Cotton_Candy_DL_a1_SRR4450086_1_Type_I_,Group 3,,Hemp,Hemp
260,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Durban_Poison_g1_SRR4450092_1_THC_Dominant_sorted.bam,0.00335347,-0.0119343,0.01818542,0.00870931,Durban_Poison_g1,_,SRR4450092_1,_,Type_I_,Durban_Poison_g1_SRR4450092_1_Type_I_,Durban_Poison_g1_SRR4450092_1_Type_I_,Group 1,,Hemp,Hemp
635,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Richard_VI_a1_SRR4450094_1_UNKNOWN_sorted.bam,-0.002453,0.0050655,0.02896406,-0.0224826,Richard_VI_a1,_,SRR4450094_1,_,UNKNOWN,Richard_VI_a1_SRR4450094_1_UNKNOWN,Richard_VI_a1_SRR4450094_1_UNKNOWN,Group 2,,Hemp,Hemp
627,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/PurPur_TI_a1_SRR4450095_1_UNKNOWN_sorted.bam,-0.0031381,-0.0063036,0.02566481,0.02740869,PurPur_TI_a1,_,SRR4450095_1,_,UNKNOWN,PurPur_TI_a1_SRR4450095_1_UNKNOWN,PurPur_TI_a1_SRR4450095_1_UNKNOWN,Group 1,,Hemp,Hemp
641,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Rooster_a1_SRR4450096_1_Hemp_sorted.bam,0.00599721,-0.0108271,0.03547051,0.01216924,Rooster_a1,_,SRR4450096_1,_,Hemp,Rooster_a1_SRR4450096_1_Hemp,Rooster_a1_SRR4450096_1_Hemp,Group 1,,Hemp,Hemp
686,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Sour_Diesel_i1_SRR4450108_1_THC_Dominant_sorted.bam,0.00676948,-0.0078131,-0.018393,0.01780591,Sour_Diesel_i1,_,SRR4450108_1,_,Type_I_,Sour_Diesel_i1_SRR4450108_1_Type_I_,Sour_Diesel_i1_SRR4450108_1_Type_I_,Group 4,,Hemp,Hemp
215,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Columbian_Gold_a1_SRR4450123_1_THC_Dominant_sorted.bam,0.00359076,-0.017506,-0.013326,0.00400105,Columbian_Gold_a1,_,SRR4450123_1,_,Type_I_,Columbian_Gold_a1_SRR4450123_1_Type_I_,Columbian_Gold_a1_SRR4450123_1_Type_I_,Group 4,,Hemp,Hemp
552,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/P91_b1_SRR4450144_1_THC_Dominant_sorted.bam,-0.0281568,0.01715356,0.04140822,-0.032288,P91_b1,_,SRR4450144_1,_,Type_I_,P91_b1_SRR4450144_1_Type_I_,P91_b1_SRR4450144_1_Type_I_,Group 5,,Hemp,Hemp
