,sample.id,EV1,EV2,EV3,EV4,SRR Number,Cultivar,Type ,Phlyostype,Cultivar_full,,
1353,sorted_bam/SRR8349410_sorted.bam,-0.033333154,0.024760567,-0.010510746,0.032826041,SRR8349410,Dream_Queen_PGT_54034,Type I,Skunk,Dream_Queen_PGT_54034_Type I_Skunk_SRR8349410,,_
939,sorted_bam/SRR8348996_sorted.bam,-0.036397712,0.033018949,-0.010702014,0.035912704,SRR8348996,Dream_Queen_PGT_87961,Type I,Skunk,Dream_Queen_PGT_87961_Type I_Skunk_SRR8348996,,_
840,sorted_bam/SRR8347222_sorted.bam,-0.018201893,0.011501932,-0.016627663,-0.007501373,SRR8347222,Drog_PGT_105046,Type I,Skunk,Drog_PGT_105046_Type I_Skunk_SRR8347222,,_
413,sorted_bam/SRR8346795_sorted.bam,-0.011511916,0.020584461,0.001795371,0.003338748,SRR8346795,Durban_PGT_102356,Type I,Skunk,Durban_PGT_102356_Type I_Skunk_SRR8346795,,_
206,sorted_bam/SRR8346588_sorted.bam,-0.007132181,-0.012445743,0.020443442,-0.045057103,SRR8346588,Durban_Lime_PGT_108324,Type I,Skunk,Durban_Lime_PGT_108324_Type I_Skunk_SRR8346588,,_
631,sorted_bam/SRR8347013_sorted.bam,-0.031333821,-0.002797403,-0.018741293,-5.73E-05,SRR8347013,Durban_Poison_PGT_119512,Type I,Skunk,Durban_Poison_PGT_119512_Type I_Skunk_SRR8347013,,_
575,sorted_bam/SRR8346957_sorted.bam,-0.011605504,0.01732753,0.002826609,0.00737846,SRR8346957,Durban_Poison_PGT_132708,Type I,Skunk,Durban_Poison_PGT_132708_Type I_Skunk_SRR8346957,,_
1247,sorted_bam/SRR8349304_sorted.bam,-0.039208365,-0.013505668,-0.011474575,-0.018236448,SRR8349304,Durban_Poison_PGT_88183,Type I,Skunk,Durban_Poison_PGT_88183_Type I_Skunk_SRR8349304,,_
483,sorted_bam/SRR8346865_sorted.bam,-0.030623828,0.054389474,-0.016528926,0.034059753,SRR8346865,Dutch_Hawaiian_PGT_132744,Type I,Skunk,Dutch_Hawaiian_PGT_132744_Type I_Skunk_SRR8346865,,_
309,sorted_bam/SRR8346691_sorted.bam,-0.011571981,0.010991504,-0.001176076,0.007473797,SRR8346691,Dutch_Treat_PGT_132777,Type I,Skunk,Dutch_Treat_PGT_132777_Type I_Skunk_SRR8346691,,_
1226,sorted_bam/SRR8349283_sorted.bam,-0.011321066,0.009544341,-0.00148216,0.009337913,SRR8349283,Dutch_Treat_PGT_20091,Type I,Skunk,Dutch_Treat_PGT_20091_Type I_Skunk_SRR8349283,,_
1311,sorted_bam/SRR8349368_sorted.bam,9.99E-50,-1.08E-49,-2.82E-51,-2.36E-48,SRR8349368,Dutch_Treat_PGT_53820,Type I,Skunk,Dutch_Treat_PGT_53820_Type I_Skunk_SRR8349368,,_
684,sorted_bam/SRR8347066_sorted.bam,-0.01144126,0.009720634,-0.001658454,0.006174029,SRR8347066,Dutch_Treat_5_PGT_112259,Type I,Skunk,Dutch_Treat_5_PGT_112259_Type I_Skunk_SRR8347066,,_
134,sorted_bam/SRR8346516_sorted.bam,-0.005016903,0.053999225,0.016545946,-0.034334414,SRR8346516,Early_OG_PGT_161663,Type I,Skunk,Early_OG_PGT_161663_Type I_Skunk_SRR8346516,,_
589,sorted_bam/SRR8346971_sorted.bam,-0.00765279,-0.028945781,-0.036263196,-0.005258795,SRR8346971,Electric_Lemon_G_PGT_105032,Type I,Skunk,Electric_Lemon_G_PGT_105032_Type I_Skunk_SRR8346971,,_
153,sorted_bam/SRR8346535_sorted.bam,-0.011193787,0.000238116,-0.013520051,-0.003695903,SRR8346535,Elvis_PGT_132700,Type I,Skunk,Elvis_PGT_132700_Type I_Skunk_SRR8346535,,_
678,sorted_bam/SRR8347060_sorted.bam,-0.040187941,-0.01146428,-0.019233402,-0.021419289,SRR8347060,EmeraldMask_PGT_179973,Type I,Skunk,EmeraldMask_PGT_179973_Type I_Skunk_SRR8347060,,_
829,sorted_bam/SRR8347211_sorted.bam,-0.034167415,-0.031134974,-0.004853448,-0.023890857,SRR8347211,Epic_Koala_PGT_132754,Type I,Skunk,Epic_Koala_PGT_132754_Type I_Skunk_SRR8347211,,_
114,sorted_bam/SRR8346496_sorted.bam,-0.033007126,0.007124481,-0.026676959,0.014094023,SRR8346496,EREZ_PGT_180582,Type I,Skunk,EREZ_PGT_180582_Type I_Skunk_SRR8346496,,_
985,sorted_bam/SRR8349042_sorted.bam,-0.011092419,-0.003160775,-0.02452604,0.041121205,SRR8349042,Ethos_Citral_Skunk_RBx1_PGT_88209,Type I,Skunk,Ethos_Citral_Skunk_RBx1_PGT_88209_Type I_Skunk_SRR8349042,,_
1111,sorted_bam/SRR8349168_sorted.bam,0.016103652,0.034422796,-0.00627347,-0.015671773,SRR8349168,Ethos_Sour_Jack_PGT_53922,Type I,Skunk,Ethos_Sour_Jack_PGT_53922_Type I_Skunk_SRR8349168,,_
493,sorted_bam/SRR8346875_sorted.bam,-0.033741186,0.014665785,-0.024564175,-0.003457691,SRR8346875,Exodus_Cheese_PGT_15239,Type I,Skunk,Exodus_Cheese_PGT_15239_Type I_Skunk_SRR8346875,,_
475,sorted_bam/SRR8346857_sorted.bam,0.002607025,0.065228775,0.030474079,-0.000938166,SRR8346857,Faceoff_x_ASD_Blue_Fire_1_PGT_112198,Type I,Skunk,Faceoff_x_ASD_Blue_Fire_1_PGT_112198_Type I_Skunk_SRR8346857,,_
920,sorted_bam/SRR8347302_sorted.bam,-0.034544704,-0.024657465,-0.016565392,-0.018629992,SRR8347302,Fire_Calyx_PGT_126651,Type I,Skunk,Fire_Calyx_PGT_126651_Type I_Skunk_SRR8347302,,_
1199,sorted_bam/SRR8349256_sorted.bam,-0.021700406,-0.021201682,-0.025052485,-0.018252318,SRR8349256,FKs_Berry_Good_PGT_54070,Type I,Skunk,FKs_Berry_Good_PGT_54070_Type I_Skunk_SRR8349256,,_
1321,sorted_bam/SRR8349378_sorted.bam,-0.029685746,-0.022605683,-0.018813623,0.009780167,SRR8349378,FKs_Blue_Genie_PGT_54059,Type I,Skunk,FKs_Blue_Genie_PGT_54059_Type I_Skunk_SRR8349378,,_
1195,sorted_bam/SRR8349252_sorted.bam,-0.017286787,0.00422601,0.003526481,0.021734435,SRR8349252,FKs_Fruit_Cocktail_PGT_54069,Type I,Skunk,FKs_Fruit_Cocktail_PGT_54069_Type I_Skunk_SRR8349252,,_
1324,sorted_bam/SRR8349381_sorted.bam,-0.011116492,0.032552864,-0.013158268,-0.016858947,SRR8349381,FKs_Happy_Hippo_PGT_54060,Type I,Skunk,FKs_Happy_Hippo_PGT_54060_Type I_Skunk_SRR8349381,,_
1200,sorted_bam/SRR8349257_sorted.bam,-0.022571436,0.046367206,0.007690171,0.03157928,SRR8349257,FKs_Just_Peachy_PGT_54071,Type I,Skunk,FKs_Just_Peachy_PGT_54071_Type I_Skunk_SRR8349257,,_
1194,sorted_bam/SRR8349251_sorted.bam,-0.019831655,-0.014571084,-0.004629616,-0.015989913,SRR8349251,FKs_Lights_Out_PGT_54068,Type I,Skunk,FKs_Lights_Out_PGT_54068_Type I_Skunk_SRR8349251,,_
1323,sorted_bam/SRR8349380_sorted.bam,-0.00720422,0.04787133,-0.002002725,0.011509139,SRR8349380,FKs_Snap_Dragon_PGT_54061,Type I,Skunk,FKs_Snap_Dragon_PGT_54061_Type I_Skunk_SRR8349380,,_
1292,sorted_bam/SRR8349349_sorted.bam,-0.032245187,-0.001398095,-0.003765759,-0.019247769,SRR8349349,Forbidden_Fruit_PGT_193100,Type I,Skunk,Forbidden_Fruit_PGT_193100_Type I_Skunk_SRR8349349,,_
1244,sorted_bam/SRR8349301_sorted.bam,-0.031247058,-0.004159776,-0.003975694,-0.018109049,SRR8349301,Forbidden_Fruit_Bone_Thugs_PGT_198175,Type I,Skunk,Forbidden_Fruit_Bone_Thugs_PGT_198175_Type I_Skunk_SRR8349301,,_
987,sorted_bam/SRR8349044_sorted.bam,-0.015915524,-0.002168669,0.002432664,0.000780773,SRR8349044,Frank_n_Fruit_PGT_88207,Type I,Skunk,Frank_n_Fruit_PGT_88207_Type I_Skunk_SRR8349044,,_
180,sorted_bam/SRR8346562_sorted.bam,-0.023390149,0.025607254,-0.000104502,0.005654665,SRR8346562,Freakshow_PGT_126701,Type I,Skunk,Freakshow_PGT_126701_Type I_Skunk_SRR8346562,,_
119,sorted_bam/SRR8346501_sorted.bam,-0.022768819,-0.005363702,-0.031207463,0.01932341,SRR8346501,Fruit_Punch_PGT_105017,Type I,Skunk,Fruit_Punch_PGT_105017_Type I_Skunk_SRR8346501,,_
246,sorted_bam/SRR8346628_sorted.bam,-0.009411617,0.038902586,0.021746552,0.006599495,SRR8346628,G_Funk_PGT_147567,Type I,Skunk,G_Funk_PGT_147567_Type I_Skunk_SRR8346628,,_
1131,sorted_bam/SRR8349188_sorted.bam,-0.02313333,-0.008552441,0.003753971,0.015540864,SRR8349188,G_13_PGT_88175,Type I,Skunk,G_13_PGT_88175_Type I_Skunk_SRR8349188,,_
242,sorted_bam/SRR8346624_sorted.bam,-0.031043572,0.030466933,0.006828922,-0.011236607,SRR8346624,G13_x_Skunk_PGT_147563,Type I,Skunk,G13_x_Skunk_PGT_147563_Type I_Skunk_SRR8346624,,_
884,sorted_bam/SRR8347266_sorted.bam,-0.030029582,0.029860015,0.00648453,-0.011920364,SRR8347266,G13_X_Skunk_PGT_180629,Type I,Skunk,G13_X_Skunk_PGT_180629_Type I_Skunk_SRR8347266,,_
169,sorted_bam/SRR8346551_sorted.bam,-0.035772844,0.022991783,-0.015917594,0.009939767,SRR8346551,G8817_PGT_126704,Type I,Skunk,G8817_PGT_126704_Type I_Skunk_SRR8346551,,_
982,sorted_bam/SRR8349039_sorted.bam,-0.012512476,0.016734091,0.034957027,-0.01382246,SRR8349039,Gargamel_PGT_88201,Type I,Skunk,Gargamel_PGT_88201_Type I_Skunk_SRR8349039,,_
294,sorted_bam/SRR8346676_sorted.bam,-0.042599438,-0.013450937,-0.003289841,0.006959076,SRR8346676,George_Washington_PGT_132729,Type I,Skunk,George_Washington_PGT_132729_Type I_Skunk_SRR8346676,,_
1261,sorted_bam/SRR8349318_sorted.bam,-0.020111761,0.019596793,-0.015315258,-0.038687508,SRR8349318,Ghost_Kronik_PGT_33853,Type I,Skunk,Ghost_Kronik_PGT_33853_Type I_Skunk_SRR8349318,,_
635,sorted_bam/SRR8347017_sorted.bam,-0.037732286,0.020436056,-0.00798984,0.008552847,SRR8347017,Girl_Scout_Cookie_PGT_119507,Type I,Skunk,Girl_Scout_Cookie_PGT_119507_Type I_Skunk_SRR8347017,,_
307,sorted_bam/SRR8346689_sorted.bam,-0.013036569,0.019743634,0.002526031,0.006179,SRR8346689,Girl_Scout_Cookie_Thin_Mints_PGT_112227,Type I,Skunk,Girl_Scout_Cookie_Thin_Mints_PGT_112227_Type I_Skunk_SRR8346689,,_
640,sorted_bam/SRR8347022_sorted.bam,-0.00836916,0.025787465,-0.021108521,0.035105432,SRR8347022,Glory_Daze_PGT_115264,Type I,Skunk,Glory_Daze_PGT_115264_Type I_Skunk_SRR8347022,,_
65,sorted_bam/SRR8346447_sorted.bam,0.001195032,0.013939557,0.021104066,-0.028059063,SRR8346447,Glue_Chee_C_PGT_112235,Type I,Skunk,Glue_Chee_C_PGT_112235_Type I_Skunk_SRR8346447,,_
500,sorted_bam/SRR8346882_sorted.bam,-0.018920024,-0.024592954,-0.004018591,-0.069229268,SRR8346882,GlueChee_PGT_115286,Type I,Skunk,GlueChee_PGT_115286_Type I_Skunk_SRR8346882,,_
415,sorted_bam/SRR8346797_sorted.bam,-0.040029781,-0.014735458,-0.005088954,0.004228136,SRR8346797,Gnome_Walker_PGT_102354,Type I,Skunk,Gnome_Walker_PGT_102354_Type I_Skunk_SRR8346797,,_
314,sorted_bam/SRR8346696_sorted.bam,-0.02087849,0.009295162,0.001609358,-0.006123503,SRR8346696,Gobbly_Goo_PGT_147558,Type I,Skunk,Gobbly_Goo_PGT_147558_Type I_Skunk_SRR8346696,,_
425,sorted_bam/SRR8346807_sorted.bam,-0.026573061,-0.009927095,0.004368105,0.030491583,SRR8346807,God_1_PGT_108269,Type I,Skunk,God_1_PGT_108269_Type I_Skunk_SRR8346807,,_
744,sorted_bam/SRR8347126_sorted.bam,-0.026735529,-0.013724038,0.016628898,-0.015829177,SRR8347126,Golden_Kush_PGT_108259,Type I,Skunk,Golden_Kush_PGT_108259_Type I_Skunk_SRR8347126,,_
510,sorted_bam/SRR8346892_sorted.bam,-0.024465819,-0.033935645,-0.019911357,-0.006192504,SRR8346892,Golden_Pineapple_PGT_105036,Type I,Skunk,Golden_Pineapple_PGT_105036_Type I_Skunk_SRR8346892,,_
258,sorted_bam/SRR8346640_sorted.bam,-0.024721486,-0.03207251,-0.021922223,-0.004952509,SRR8346640,Golden_Pineapple_PGT_132772,Type I,Skunk,Golden_Pineapple_PGT_132772_Type I_Skunk_SRR8346640,,_
1343,sorted_bam/SRR8349400_sorted.bam,-0.02437468,-0.032342663,-0.020565332,-0.004440859,SRR8349400,Golden_Pineapple_PGT_33826,Type I,Skunk,Golden_Pineapple_PGT_33826_Type I_Skunk_SRR8349400,,_
363,sorted_bam/SRR8346745_sorted.bam,-0.024674071,-0.029925475,-0.02158182,-0.009773987,SRR8346745,Golden_Pineapple_SI_3_PGT_112246,Type I,Skunk,Golden_Pineapple_SI_3_PGT_112246_Type I_Skunk_SRR8346745,,_
1123,sorted_bam/SRR8349180_sorted.bam,-0.019076754,0.015672875,0.007026652,0.0348784,SRR8349180,Golden_Tornado_PGT_198162,Type I,Skunk,Golden_Tornado_PGT_198162_Type I_Skunk_SRR8349180,,_
887,sorted_bam/SRR8347269_sorted.bam,-0.026826903,0.002599626,-0.001787869,-0.012494079,SRR8347269,Golden_X_78_Affie_PGT_180624,Type I,Skunk,Golden_X_78_Affie_PGT_180624_Type I_Skunk_SRR8347269,,_
104,sorted_bam/SRR8346486_sorted.bam,-0.014856797,0.000883623,0.029371628,-0.001623125,SRR8346486,GR_Ape_PGT_115295,Type I,Skunk,GR_Ape_PGT_115295_Type I_Skunk_SRR8346486,,_
378,sorted_bam/SRR8346760_sorted.bam,-0.03352305,-0.005669888,-0.028823579,0.013210928,SRR8346760,Grape_Headband_PGT_119535,Type I,Skunk,Grape_Headband_PGT_119535_Type I_Skunk_SRR8346760,,_
84,sorted_bam/SRR8346466_sorted.bam,-0.030884064,0.051742842,-0.017474043,0.031655897,SRR8346466,Grape_Krush_PGT_115274,Type I,Skunk,Grape_Krush_PGT_115274_Type I_Skunk_SRR8346466,,_
1248,sorted_bam/SRR8349305_sorted.bam,-0.034984184,-0.010519936,-0.011016561,-0.010666548,SRR8349305,Grapefruit_PGT_88182,Type I,Skunk,Grapefruit_PGT_88182_Type I_Skunk_SRR8349305,,_
974,sorted_bam/SRR8349031_sorted.bam,-0.024633071,-0.007398475,0.01969742,-0.035183005,SRR8349031,Grass_Valley_Girl_PGT_20021,Type I,Skunk,Grass_Valley_Girl_PGT_20021_Type I_Skunk_SRR8349031,,_
400,sorted_bam/SRR8346782_sorted.bam,-0.034691007,0.035063123,-0.012425089,0.036045049,SRR8346782,Green_Crack_PGT_132752,Type I,Skunk,Green_Crack_PGT_132752_Type I_Skunk_SRR8346782,,_
581,sorted_bam/SRR8346963_sorted.bam,-0.035790982,0.032157342,-0.013650642,0.034910854,SRR8346963,Green_Crack_PGT_15504,Type I,Skunk,Green_Crack_PGT_15504_Type I_Skunk_SRR8346963,,_
165,sorted_bam/SRR8346547_sorted.bam,-0.037891099,0.030916466,-0.016339855,0.037087044,SRR8346547,Green_Crack_PGT_15523,Type I,Skunk,Green_Crack_PGT_15523_Type I_Skunk_SRR8346547,,_
97,sorted_bam/SRR8346479_sorted.bam,-0.035427959,0.034993551,-0.013795674,0.036904057,SRR8346479,Green_Crack_PGT_18288,Type I,Skunk,Green_Crack_PGT_18288_Type I_Skunk_SRR8346479,,_
1148,sorted_bam/SRR8349205_sorted.bam,-0.036009296,0.035887154,-0.010486516,0.035828715,SRR8349205,Green_Crack_PGT_53933,Type I,Skunk,Green_Crack_PGT_53933_Type I_Skunk_SRR8349205,,_
1306,sorted_bam/SRR8349363_sorted.bam,-4.38E-49,-4.57E-50,1.71E-51,-4.01E-48,SRR8349363,Green_Kandy_Crack_PGT_53823,Type I,Skunk,Green_Kandy_Crack_PGT_53823_Type I_Skunk_SRR8349363,,_
790,sorted_bam/SRR8347172_sorted.bam,-0.039901626,0.01103189,-0.041356031,0.015737288,SRR8347172,Green_Leaf_Flyyyyaaaa_PGT_119492,Type I,Skunk,Green_Leaf_Flyyyyaaaa_PGT_119492_Type I_Skunk_SRR8347172,,_
1063,sorted_bam/SRR8349120_sorted.bam,-0.022054183,0.015776809,-0.002467846,0.030779821,SRR8349120,Green_Ribbon_PGT_54089,Type I,Skunk,Green_Ribbon_PGT_54089_Type I_Skunk_SRR8349120,,_
320,sorted_bam/SRR8346702_sorted.bam,-0.042996097,0.017989318,-0.024086052,-0.025894606,SRR8346702,Gs_Holy_PGT_112221,Type I,Skunk,Gs_Holy_PGT_112221_Type I_Skunk_SRR8346702,,_
356,sorted_bam/SRR8346738_sorted.bam,-0.023282194,-0.027071184,0.002790895,-0.01294438,SRR8346738,"H&C,_LLC_1_PGT_119504",Type I,Skunk,"H&C,_LLC_1_PGT_119504_Type I_Skunk_SRR8346738",,_
1285,sorted_bam/SRR8349342_sorted.bam,-0.011294858,0.041884861,0.004449276,0.012172761,SRR8349342,Haleys_Comet_PGT_193160,Type I,Skunk,Haleys_Comet_PGT_193160_Type I_Skunk_SRR8349342,,_
754,sorted_bam/SRR8347136_sorted.bam,-0.030709086,-0.02564074,-0.018577407,-0.022989475,SRR8347136,Hawaiian_Bloodline_PGT_126641,Type I,Skunk,Hawaiian_Bloodline_PGT_126641_Type I_Skunk_SRR8347136,,_
350,sorted_bam/SRR8346732_sorted.bam,-0.013794025,-0.003813762,-0.019478059,-0.018678606,SRR8346732,Hawaiian_Legacy_PGT_119498,Type I,Skunk,Hawaiian_Legacy_PGT_119498_Type I_Skunk_SRR8346732,,_
70,sorted_bam/SRR8346452_sorted.bam,-0.034319293,0.015402462,-0.014480643,0.004811859,SRR8346452,Hawaiian_Trinity_PGT_126643,Type I,Skunk,Hawaiian_Trinity_PGT_126643_Type I_Skunk_SRR8346452,,_
873,sorted_bam/SRR8347255_sorted.bam,-0.0251067,-0.036411131,-0.043652257,-0.026218369,SRR8347255,Himalayas_PGT_161677,Type I,Skunk,Himalayas_PGT_161677_Type I_Skunk_SRR8347255,,_
880,sorted_bam/SRR8347262_sorted.bam,-0.02898889,0.025025422,-0.022526127,-0.012106639,SRR8347262,Hindu_Kush_PGT_180636,Type I,Skunk,Hindu_Kush_PGT_180636_Type I_Skunk_SRR8347262,,_
755,sorted_bam/SRR8347137_sorted.bam,-0.011023841,0.072655906,0.028358131,0.0123426,SRR8347137,Hk_x_tl_1_PGT_180619,Type I,Skunk,Hk_x_tl_1_PGT_180619_Type I_Skunk_SRR8347137,,_
901,sorted_bam/SRR8347283_sorted.bam,-0.02320799,0.025065667,-0.01574784,0.009941611,SRR8347283,Holy_Crack_PGT_13977,Type I,Skunk,Holy_Crack_PGT_13977_Type I_Skunk_SRR8347283,,_
1134,sorted_bam/SRR8349191_sorted.bam,-0.02332178,-0.008864533,-0.034594609,0.012862675,SRR8349191,Indiana_Bubblegum_PGT_88180,Type I,Skunk,Indiana_Bubblegum_PGT_88180_Type I_Skunk_SRR8349191,,_
571,sorted_bam/SRR8346953_sorted.bam,-0.044010187,-0.013928583,-0.006017624,0.000679145,SRR8346953,Island_Sweet_Skunk_PGT_132704,Type I,Skunk,Island_Sweet_Skunk_PGT_132704_Type I_Skunk_SRR8346953,,_
1156,sorted_bam/SRR8349213_sorted.bam,-0.026951235,0.007838413,-0.005377236,0.012085994,SRR8349213,Island_View_Gold_PGT_87971,Type I,Skunk,Island_View_Gold_PGT_87971_Type I_Skunk_SRR8349213,,_
26,sorted_bam/SRR8346408_sorted.bam,-0.027171975,-0.003065832,-0.02245931,-0.00946514,SRR8346408,Jack_PGT_132743,Type I,Skunk,Jack_PGT_132743_Type I_Skunk_SRR8346408,,_
748,sorted_bam/SRR8347130_sorted.bam,-0.02974122,0.014634609,-0.015807213,0.027461196,SRR8347130,Jack_Herer_PGT_105057,Type I,Skunk,Jack_Herer_PGT_105057_Type I_Skunk_SRR8347130,,_
481,sorted_bam/SRR8346863_sorted.bam,-0.036981818,0.030742708,0.00088804,0.032322131,SRR8346863,Jack_Herer_PGT_112192,Type I,Skunk,Jack_Herer_PGT_112192_Type I_Skunk_SRR8346863,,_
331,sorted_bam/SRR8346713_sorted.bam,-0.037116799,0.031235913,0.001686937,0.030307263,SRR8346713,Jack_Herer_PGT_126661,Type I,Skunk,Jack_Herer_PGT_126661_Type I_Skunk_SRR8346713,,_
490,sorted_bam/SRR8346872_sorted.bam,-0.02711564,-0.001285635,-0.021697809,-0.007446651,SRR8346872,Jack_Herer_PGT_132746,Type I,Skunk,Jack_Herer_PGT_132746_Type I_Skunk_SRR8346872,,_
304,sorted_bam/SRR8346686_sorted.bam,0.005520001,0.049421199,-0.003231001,0.008560334,SRR8346686,Jack_Herer_PGT_15531,Type I,Skunk,Jack_Herer_PGT_15531_Type I_Skunk_SRR8346686,,_
38,sorted_bam/SRR8346420_sorted.bam,-0.037952932,0.031367932,-0.00036543,0.032725135,SRR8346420,Jack_Herer_PGT_161702,Type I,Skunk,Jack_Herer_PGT_161702_Type I_Skunk_SRR8346420,,_
1114,sorted_bam/SRR8349171_sorted.bam,-0.036619308,0.03068581,0.000887985,0.0293571,SRR8349171,Jack_Herer_PGT_198167,Type I,Skunk,Jack_Herer_PGT_198167_Type I_Skunk_SRR8349171,,_
286,sorted_bam/SRR8346668_sorted.bam,-0.032025611,-0.052033533,0.003445872,-0.035838256,SRR8346668,Jack_of_Spades_PGT_132723,Type I,Skunk,Jack_of_Spades_PGT_132723_Type I_Skunk_SRR8346668,,_
1153,sorted_bam/SRR8349210_sorted.bam,-0.028726601,0.001995413,-0.016953327,-0.020041659,SRR8349210,Jack_the_Riper_Male_2_PGT_198193,Type I,Skunk,Jack_the_Riper_Male_2_PGT_198193_Type I_Skunk_SRR8349210,,_
1048,sorted_bam/SRR8349105_sorted.bam,-0.023815592,0.003219623,-0.014183043,-0.020923966,SRR8349105,Jack_the_Ripper_Male_1_PGT_198192,Type I,Skunk,Jack_the_Ripper_Male_1_PGT_198192_Type I_Skunk_SRR8349105,,_
713,sorted_bam/SRR8347095_sorted.bam,-0.020823565,0.01164478,-0.01277568,-0.021760559,SRR8347095,Jacks_Cleaner_PGT_104978,Type I,Skunk,Jacks_Cleaner_PGT_104978_Type I_Skunk_SRR8347095,,_
866,sorted_bam/SRR8347248_sorted.bam,-0.02505243,-0.029694163,0.003098763,-0.011271764,SRR8347248,Jacks_Dream_PGT_132760,Type I,Skunk,Jacks_Dream_PGT_132760_Type I_Skunk_SRR8347248,,_
555,sorted_bam/SRR8346937_sorted.bam,0.004346494,-0.031523965,0.013918399,0.006353198,SRR8346937,Jazz_PGT_161693,Type I,Skunk,Jazz_PGT_161693_Type I_Skunk_SRR8346937,,_
612,sorted_bam/SRR8346994_sorted.bam,-0.009705271,0.017214386,-0.00923606,-0.007025802,SRR8346994,Jazz_Cabbage_PGT_108311,Type I,Skunk,Jazz_Cabbage_PGT_108311_Type I_Skunk_SRR8346994,,_
891,sorted_bam/SRR8347273_sorted.bam,-0.001281273,0.036497896,0.006128511,-0.002253656,SRR8347273,Juicy_Fruit_PGT_161625,Type I,Skunk,Juicy_Fruit_PGT_161625_Type I_Skunk_SRR8347273,,_
101,sorted_bam/SRR8346483_sorted.bam,-0.012087018,0.002632649,-0.013856851,-0.024685572,SRR8346483,Key_Lime_Poison_PGT_115300,Type I,Skunk,Key_Lime_Poison_PGT_115300_Type I_Skunk_SRR8346483,,_
1284,sorted_bam/SRR8349341_sorted.bam,-0.024743042,0.013678676,-0.013955146,-0.009262853,SRR8349341,L_Electric_Lemon_PGT_193163,Type I,Skunk,L_Electric_Lemon_PGT_193163_Type I_Skunk_SRR8349341,,_
381,sorted_bam/SRR8346763_sorted.bam,-0.054344721,0.062894802,-0.010612721,0.060743341,SRR8346763,Lancaster_PGT_119528,Type I,Skunk,Lancaster_PGT_119528_Type I_Skunk_SRR8346763,,_
505,sorted_bam/SRR8346887_sorted.bam,-0.019038288,0.008915992,-0.001893083,-0.006534014,SRR8346887,Latin_Star_SBG_PGT_105043,Type I,Skunk,Latin_Star_SBG_PGT_105043_Type I_Skunk_SRR8346887,,_
1091,sorted_bam/SRR8349148_sorted.bam,-0.02303894,-0.030803651,0.006267617,-0.012271274,SRR8349148,Lemon_PGT_201922,Type I,Skunk,Lemon_PGT_201922_Type I_Skunk_SRR8349148,,_
1174,sorted_bam/SRR8349231_sorted.bam,-0.032220087,-0.042780504,-0.003957722,-0.025680394,SRR8349231,Lemon_Alien_PGT_193127,Type I,Skunk,Lemon_Alien_PGT_193127_Type I_Skunk_SRR8349231,,_
177,sorted_bam/SRR8346559_sorted.bam,-0.039799041,0.031724156,-0.006487816,0.001230801,SRR8346559,Lemon_Cello_Haze_PGT_126696,Type I,Skunk,Lemon_Cello_Haze_PGT_126696_Type I_Skunk_SRR8346559,,_
1355,sorted_bam/SRR8349412_sorted.bam,-0.023695891,-0.031749187,0.007335084,-0.011973766,SRR8349412,Lemon_Kush_PGT_198184,Type I,Skunk,Lemon_Kush_PGT_198184_Type I_Skunk_SRR8349412,,_
1183,sorted_bam/SRR8349240_sorted.bam,-0.016763069,-0.011331577,-0.020782794,-0.011545406,SRR8349240,Lemon_Lights_PGT_20134,Type I,Skunk,Lemon_Lights_PGT_20134_Type I_Skunk_SRR8349240,,_
1304,sorted_bam/SRR8349361_sorted.bam,-2.19E-49,-1.82E-49,-4.84E-52,6.59E-49,SRR8349361,Lemon_Mazar_PGT_20125,Type I,Skunk,Lemon_Mazar_PGT_20125_Type I_Skunk_SRR8349361,,_
417,sorted_bam/SRR8346799_sorted.bam,-0.036488093,0.032973139,-0.014822127,0.036602483,SRR8346799,Lemon_SK_88xSK1_PGT_102352,Type I,Skunk,Lemon_SK_88xSK1_PGT_102352_Type I_Skunk_SRR8346799,,_
936,sorted_bam/SRR8348993_sorted.bam,-0.016798845,0.021722924,0.037897647,0.003081274,SRR8348993,Lemon_Tree_PGT_87958,Type I,Skunk,Lemon_Tree_PGT_87958_Type I_Skunk_SRR8348993,,_
953,sorted_bam/SRR8349010_sorted.bam,-0.021075223,0.021244461,0.040188893,0.016329638,SRR8349010,Lilack_Jack_PGT_193170,Type I,Skunk,Lilack_Jack_PGT_193170_Type I_Skunk_SRR8349010,,_
557,sorted_bam/SRR8346939_sorted.bam,-0.014114202,0.013552191,0.001047862,0.009416311,SRR8346939,Lite_Me_Up_PGT_161695,Type I,Skunk,Lite_Me_Up_PGT_161695_Type I_Skunk_SRR8346939,,_
146,sorted_bam/SRR8346528_sorted.bam,-0.033179391,-0.010473357,-0.008974195,-0.00197863,SRR8346528,Little_Berry_Foo_Foo_PGT_132695,Type I,Skunk,Little_Berry_Foo_Foo_PGT_132695_Type I_Skunk_SRR8346528,,_
708,sorted_bam/SRR8347090_sorted.bam,-0.041154714,0.013191242,-0.03334583,0.02990557,SRR8347090,Lodi_Dodi_PGT_119521,Type I,Skunk,Lodi_Dodi_PGT_119521_Type I_Skunk_SRR8347090,,_
