name,hcpc_order,BAR,check
White_Russian_a1_Type I,244,Type I,White_Russian_a1_Type I
Strawberry_Rhino_a1_Hemp,245,Hemp,Strawberry_Rhino_a1_Hemp
Pineapplee_Kush_a1_Hemp,246,Hemp,Pineapplee_Kush_a1_Hemp
Lavendar_a1_Hemp,247,Hemp,Lavendar_a1_Hemp
Kush_b1_Hemp,248,Hemp,Kush_b1_Hemp
Blue_Light_Special_a1_Hemp,249,Hemp,Blue_Light_Special_a1_Hemp
Blackberry_Pie_a1_Unknown,250,Unknown,Blackberry_Pie_a1_Unknown
Snow_Leopard_a1_Hemp,251,Hemp,Snow_Leopard_a1_Hemp
Purple_Arrow_a1_Hemp,252,Hemp,Purple_Arrow_a1_Hemp
Land_of_Smiles_a1_Hemp,253,Hemp,Land_of_Smiles_a1_Hemp
RS2_a1_Hemp,254,Hemp,RS2_a1_Hemp
Jack_Herer_a1_Type I,255,Type I,Jack_Herer_a1_Type I
Sugar_Berries_a1_Hemp,256,Hemp,Sugar_Berries_a1_Hemp
Blue_ali_a1_Hemp,257,Hemp,Blue_ali_a1_Hemp
Toto_a1_Landrace,258,Landrace,Toto_a1_Landrace
Guatemala_Quetzalita_a1_Landrace,259,Landrace,Guatemala_Quetzalita_a1_Landrace
Nepal_a1_Landrace,260,Landrace,Nepal_a1_Landrace
Catatonic_a1_Type III,261,Type III,Catatonic_a1_Type III
Cannatonic_e1_Type III,262,Type III,Cannatonic_e1_Type III
Paraguay_1_a1_Landrace,263,Landrace,Paraguay_1_a1_Landrace
Gambia_a1_Landrace,264,Landrace,Gambia_a1_Landrace
Dog_shit_b1_Landrace,265,Landrace,Dog_shit_b1_Landrace
Dog_shit_a1_Landrace,266,Landrace,Dog_shit_a1_Landrace
Cannatonic_i1_Type III,267,Type III,Cannatonic_i1_Type III
Red_Congo_a1_Type I,268,Type I,Red_Congo_a1_Type I
Super_Silver_Haze_b1_Landrace,269,Landrace,Super_Silver_Haze_b1_Landrace
Hazy_Train_a1_Hemp,270,Hemp,Hazy_Train_a1_Hemp
Sweet_tooth_a1_Hemp,271,Hemp,Sweet_tooth_a1_Hemp
Hippie_Crippler_a1_Hemp,272,Hemp,Hippie_Crippler_a1_Hemp
Kalinga_Philippines_a1_Landrace,273,Landrace,Kalinga_Philippines_a1_Landrace
TJ_a1_Landrace,274,Landrace,TJ_a1_Landrace
Black_Betty_a1_Hemp,275,Hemp,Black_Betty_a1_Hemp
Ruby_a1_Type I,276,Type I,Ruby_a1_Type I
Lucy_a1_Type I,277,Type II,Lucy_a1_Type II
Cindarella_99_a1_Type I,278,Type I,Cindarella_99_a1_Type I
Old_Jack_a1_Type I,279,Type I,Old_Jack_a1_Type I
3rd_Dimension_a1_Type I,280,Type I,3rd_Dimension_a1_Type I
New_Jack_Herer_a1_Type I,281,Type I,New_Jack_Herer_a1_Type I
Acapulco_Gold_a1_Type I,282,Type I,Acapulco_Gold_a1_Type I
Strawberry_Diesel_a1_Type I,283,Type I,Strawberry_Diesel_a1_Type I
San_Diego_Cat_Piss_a1_Type I,284,Type I,San_Diego_Cat_Piss_a1_Type I
Purple_a1_Type I,285,Type I,Purple_a1_Type I
CBD_Shark_Shock_a1_Type III,286,Type II,CBD_Shark_Shock_a1_Type II
Baox_a1_Type I,287,Type I,Baox_a1_Type I
Jelly_Bean_a1_Type I,288,Type I,Jelly_Bean_a1_Type I
Head_Band_a1_Type I,289,Type I,Head_Band_a1_Type I
Agent_Orange_d1_Type I,290,Type I,Agent_Orange_d1_Type I
Fishers_CBD_a1_Type I,291,Type I,Fishers_CBD_a1_Type I
Super_Lemon_Haze_d1_Type I,292,Type I,Super_Lemon_Haze_d1_Type I
Lemon_Skunk_B_a1_Type I,293,Type I,Lemon_Skunk_B_a1_Type I
Northern_Thunder_a1_Type I,294,Type I,Northern_Thunder_a1_Type I
Cenarius_a1_Type III,295,Type III,Cenarius_a1_Type III
Kyle_Kushmans_Strawberry_Cough_a1_Type I,296,Type I,Kyle_Kushmans_Strawberry_Cough_a1_Type I
Mendo_Early_Girl_x_Headband_a1_Type I,297,Type I,Mendo_Early_Girl_x_Headband_a1_Type I
Chocolope_a1_Type I,298,Type I,Chocolope_a1_Type I
Sour_Bubble_Gum_a1_Hemp,299,Hemp,Sour_Bubble_Gum_a1_Hemp
Panama_Standard_a1_Landrace,300,Landrace,Panama_Standard_a1_Landrace
Skunk_Haze_a1_Type III,301,Type III,Skunk_Haze_a1_Type III
Remedy_a1_Type III,302,Type III,Remedy_a1_Type III
Remedy_b1_Type III,303,Type III,Remedy_b1_Type III
3_Pheno_b1_Type I,304,Type I,3_Pheno_b1_Type I
Canuvo_Shark_Shock_a1_Type III,305,Type III,Canuvo_Shark_Shock_a1_Type III
Mental_Floss_a1_Type I,306,Type I,Mental_Floss_a1_Type I
ST3_a1_Type III,307,Type III,ST3_a1_Type III
Cannatonic_h1_Type III,308,Type III,Cannatonic_h1_Type III
Sour_Tsunami_a1_Type III,309,Type III,Sour_Tsunami_a1_Type III
Cannatonic_b1_Type III,310,Type III,Cannatonic_b1_Type III
Cannatonic_a1_Type III,311,Type III,Cannatonic_a1_Type III
Chocolope_c1_Type I,312,Type I,Chocolope_c1_Type I
East_Coast_Sour_Diesel_A_a1_Type I,313,Type I,East_Coast_Sour_Diesel_A_a1_Type I
OG_Skunk_a1_Type I,314,Type I,OG_Skunk_a1_Type I
Sour_Kush_a1_Type I,315,Type I,Sour_Kush_a1_Type I
Romulan_a1_Hemp,316,Hemp,Romulan_a1_Hemp
Amnesia_b1_Unknown,317,Unknown,Amnesia_b1_Unknown
Agent_Orange_x_501OG_c1_Type I,318,Type I,Agent_Orange_x_501OG_c1_Type I
AC_DC_c1_Type I,319,Type I,AC_DC_c1_Type I
Medibud_a1_Type I,320,Type I,Medibud_a1_Type I
Blue_Dream_a1_Type I,321,Type I,Blue_Dream_a1_Type I
Lily2_a1_Hemp,322,Hemp,Lily2_a1_Hemp
Mandarin_Sunset_a1_Type I,323,Type I,Mandarin_Sunset_a1_Type I
Peach_Kush_a1_Unknown,324,Unknown,Peach_Kush_a1_Unknown
Sugar_Black_Rose_a1_Type I,325,Type I,Sugar_Black_Rose_a1_Type I
Pineapple_Thai_a1_Type I,326,Type I,Pineapple_Thai_a1_Type I
Durban_Orange_a1_Type I,327,Type I,Durban_Orange_a1_Type I
Pineapple_dogshit_a1_Type I,328,Type I,Pineapple_dogshit_a1_Type I
PEZ_a1_Type I,329,Type I,PEZ_a1_Type I
Ruby_Slipper_a1_Type I,330,Type II,Ruby_Slipper_a1_Type II
The_Helper_a1_Type I,331,Type I,The_Helper_a1_Type I
Ace_of_Spades_d1_Type I,332,Type I,Ace_of_Spades_d1_Type I
Dirty_Girl_a1_Type I,333,Type I,Dirty_Girl_a1_Type I
Sweet_Tooth_1_a1_Type I,334,Type I,Sweet_Tooth_1_a1_Type I
Blueberrd1_Type I,335,Type I,Blueberrd1_Type I
DJ_Shorts_Blueberry_a1_Unknown,336,Unknown,DJ_Shorts_Blueberry_a1_Unknown
Sweet_Island_Skunk_b1_Type I,337,Type I,Sweet_Island_Skunk_b1_Type I
Cheesequake_b1_Type I,338,Type I,Cheesequake_b1_Type I
Mex_a1_Type I,3.39E+02,Type I,Mex_a1_Type I
Romulan_x_Grapefruit_a1_Type I,340,Type I,Romulan_x_Grapefruit_a1_Type I
UDub_a1_Type I,341,Type I,UDub_a1_Type I
Kauai_Princess_a1_Type I,342,Type I,Kauai_Princess_a1_Type I
Blueberry_a1_Type I,343,Type I,Blueberry_a1_Type I
Skunk_1_b1_Type I,344,Type I,Skunk_1_b1_Type I
Skunk_1_a1_Type I,345,Type I,Skunk_1_a1_Type I
Dabney_Blue_a1_Type I,346,Type I,Dabney_Blue_a1_Type I
Lemon_Haze_a1_Type I,347,Type I,Lemon_Haze_a1_Type I
Cherry_Pie_a1_Type I,348,Type I,Cherry_Pie_a1_Type I
LA_Confidential_c1_Type I,349,Type I,LA_Confidential_c1_Type I
Agent_Orange_b1_Type I,350,Type I,Agent_Orange_b1_Type I
Bluebery_Kush_b1_Hemp,351,Hemp,Bluebery_Kush_b1_Hemp
Cheesequake_a1_Type I,352,Type I,Cheesequake_a1_Type I
Sour_Diesel_h1_Type I,353,Type I,Sour_Diesel_h1_Type I
Ace_of_Spades_b1_Type I,354,Type I,Ace_of_Spades_b1_Type I
VooDoo_Kush_a1_Type I,355,Type I,VooDoo_Kush_a1_Type I
Golden_Goat_a1_Type I,356,Type I,Golden_Goat_a1_Type I
Blue_Dream_d1_Type I,357,Type I,Blue_Dream_d1_Type I
Blue_Dream_e1_Type I,358,Type I,Blue_Dream_e1_Type I
Double_Dream_a1_Type I,359,Type I,Double_Dream_a1_Type I
Afghan_b1_Type I,360,Type I,Afghan_b1_Type I
Blue_Dream_f1_Type I,361,Type I,Blue_Dream_f1_Type I
Blue_dream_g1_Type I,362,Type I,Blue_dream_g1_Type I
Blue_Dream_i1_Type I,363,Type I,Blue_Dream_i1_Type I
Blue_Dream_c1_Type I,364,Type I,Blue_Dream_c1_Type I
Dutch_Treat_c1_Type I,365,Type I,Dutch_Treat_c1_Type I
Heisenberg_a1_Type I,366,Type I,Heisenberg_a1_Type I
Lambsbread_a1_Type I,367,Type I,Lambsbread_a1_Type I
Conspiracy_Kush_a1_Type I,368,Type I,Conspiracy_Kush_a1_Type I
Grape_Ape_c1_Type I,369,Type I,Grape_Ape_c1_Type I
Hemp_cultivar_NLH_a1_Hemp,370,Hemp,Hemp_cultivar_NLH_a1_Hemp
Marionberry_2_a1_Type I,371,Type I,Marionberry_2_a1_Type I
Blueberry_b1_Type I,372,Type I,Blueberry_b1_Type I
Purple_Diesel_a1_Hemp,373,Hemp,Purple_Diesel_a1_Hemp
Black_Haze_a1_Hemp,374,Hemp,Black_Haze_a1_Hemp
Triffid_a1_Hemp,375,Hemp,Triffid_a1_Hemp
Space_Candy_a1_Type I,376,Type I,Space_Candy_a1_Type I
Blueberry_Kush_a1_Type I,377,Type I,Blueberry_Kush_a1_Type I
Blueberry_c1_Type I,378,Type I,Blueberry_c1_Type I
Lily4_a1_Type I,379,Type I,Lily4_a1_Type I
Medicine_Women_a1_Type I,380,Type I,Medicine_Women_a1_Type I
God_Bud_b1_Hemp,381,Hemp,God_Bud_b1_Hemp
Crunchberry_a1_Hemp,382,Hemp,Crunchberry_a1_Hemp
White_Widow_c1_Type I,383,Type I,White_Widow_c1_Type I
Hawaiian_b1_Type I,384,Type I,Hawaiian_b1_Type I
Williams_Wonder_a1_Hemp,385,Hemp,Williams_Wonder_a1_Hemp
Vortex_a1_Type I,386,Type I,Vortex_a1_Type I
Violet_Delight_a1_Hemp,387,Hemp,Violet_Delight_a1_Hemp
Perseus_Indy_99_a1_Hemp,388,Hemp,Perseus_Indy_99_a1_Hemp
Plushberry_a1_Type I,389,Type I,Plushberry_a1_Type I
Maui_Wowie_a1_Hemp,390,Hemp,Maui_Wowie_a1_Hemp
Northshore_Maui_a1_Hemp,391,Hemp,Northshore_Maui_a1_Hemp
Matanuska_Thunder_Fuck_a1_Hemp,392,Hemp,Matanuska_Thunder_Fuck_a1_Hemp
Hawaiian_a1_Hemp,393,Hemp,Hawaiian_a1_Hemp
White_Rhino_a1_Hemp,394,Hemp,White_Rhino_a1_Hemp
Diablo_a1_Hemp,395,Hemp,Diablo_a1_Hemp
Tyra_Banks_Conspiracy_Kush_5_a1_Type I,396,Type I,Tyra_Banks_Conspiracy_Kush_5_a1_Type I
Black_Trinity_f1_Hemp,397,Hemp,Black_Trinity_f1_Hemp
Black_Trinity_a1_Hemp,398,Hemp,Black_Trinity_a1_Hemp
Grand_Master_Cheese_a1_Hemp,399,Hemp,Grand_Master_Cheese_a1_Hemp
Black_Trinity_d1_Hemp,400,Hemp,Black_Trinity_d1_Hemp
Black_Trinity_c1_Hemp,401,Hemp,Black_Trinity_c1_Hemp
Blue_dynamite_a1_Hemp,402,Hemp,Blue_dynamite_a1_Hemp
Pink_Champagne_b1_Type I,403,Type I,Pink_Champagne_b1_Type I
Phantom_Cookies_a1_Type I,404,Type I,Phantom_Cookies_a1_Type I
Agent_Orange_x_501OG_b1_Type I,405,Type I,Agent_Orange_x_501OG_b1_Type I
Romulan_Cotton_Candy_a1_Type I,406,Type I,Romulan_Cotton_Candy_a1_Type I
Galakc_Shun_a1_Hemp,407,Hemp,Galakc_Shun_a1_Hemp
Sunset_Sherbert_b1_Type I,408,Type I,Sunset_Sherbert_b1_Type I
Purple_God_Bud_a1_Hemp,409,Hemp,Purple_God_Bud_a1_Hemp
Grape_Ape_a1_Hemp,410,Hemp,Grape_Ape_a1_Hemp
Ripped_Bubba_a1_Type I,411,Type I,Ripped_Bubba_a1_Type I
Star_Trek_a1_Hemp,412,Hemp,Star_Trek_a1_Hemp
CherWillie_Plant_1_a1_Type I,413,Type I,CherWillie_Plant_1_a1_Type I
Peanut_Butter__Jelly_a1_Type I,414,Type I,Peanut_Butter__Jelly_a1_Type I
CherWillie_Plant_2_a1_Hemp,415,Hemp,CherWillie_Plant_2_a1_Hemp
Cherry_Pie_b1_Unknown,416,Unknown,Cherry_Pie_b1_Unknown
Chocolate_Hashberry_a1_Type I,417,Type I,Chocolate_Hashberry_a1_Type I
Faith_a1_Type I,418,Type I,Faith_a1_Type I
Maleficent_Conspiracy_Kush_2_a1_Type I,419,Type I,Maleficent_Conspiracy_Kush_2_a1_Type I
Animal_Cookies_e1_Type I,420,Type I,Animal_Cookies_e1_Type I
GSC_Maybe_a1_Hemp,421,Hemp,GSC_Maybe_a1_Hemp
Purple_Kush_c1_Type I,422,Type I,Purple_Kush_c1_Type I
Puhi_Fog_a1_Unknown,423,Unknown,Puhi_Fog_a1_Unknown
Pre98_Bubba_Kush_a1_Type I,424,Type I,Pre98_Bubba_Kush_a1_Type I
Platinum_Bubba_Kush_a1_Type I,425,Type I,Platinum_Bubba_Kush_a1_Type I
Afghan_Kush_a1_Type I,426,Type I,Afghan_Kush_a1_Type I
Sour_Bubble_4_a1_Type I,427,Type I,Sour_Bubble_4_a1_Type I
Hindu_Kush_a1_Type I,428,Type I,Hindu_Kush_a1_Type I
Northern_Lights_a1_Type I,429,Type I,Northern_Lights_a1_Type I
UW_purple_a1_Type I,430,Type I,UW_purple_a1_Type I
Bubba_Kush_c1_Type I,431,Type I,Bubba_Kush_c1_Type I
LA_Confidential_a1_Type I,432,Type I,LA_Confidential_a1_Type I
Bubba_Kush_b1_Type I,433,Type I,Bubba_Kush_b1_Type I
Black_Berry_Kush_a1_Hemp,434,Hemp,Black_Berry_Kush_a1_Hemp
Blackberry_Kush_a1_Hemp,435,Hemp,Blackberry_Kush_a1_Hemp
Blackberry_GDP_a1_Hemp,436,Hemp,Blackberry_GDP_a1_Hemp
Mendo_Bubba_a1_Hemp,437,Hemp,Mendo_Bubba_a1_Hemp
Obama_Kush_a1_Hemp,438,Hemp,Obama_Kush_a1_Hemp
Peoples_Kush_a1_Hemp,439,Hemp,Peoples_Kush_a1_Hemp
Obama_a1_Hemp,440,Hemp,Obama_a1_Hemp
Cannatonic_d1_Type I,441,Type I,Cannatonic_d1_Type I
Strawberry_a1_Type I,442,Type I,Strawberry_a1_Type I
Pineapple_Kush_a1_Type I,443,Type I,Pineapple_Kush_a1_Type I
619_OG_a1_Type I,444,Type I,619_OG_a1_Type I
Animal_Cookies_b1_Unknown,445,Unknown,Animal_Cookies_b1_Unknown
Fortune_Cookie_a1_Type I,446,Type I,Fortune_Cookie_a1_Type I
Animal_Cookies_a1_Type I,447,Type I,Animal_Cookies_a1_Type I
Cherry_Pie_OG_a1_Type I,448,Type I,Cherry_Pie_OG_a1_Type I
Snow_White_a1_Hemp,449,Hemp,Snow_White_a1_Hemp
MOB_Rhode_Island_Heirloom_a1_Hemp,450,Hemp,MOB_Rhode_Island_Heirloom_a1_Hemp
Azure_Haze_a1_Hemp,451,Hemp,Azure_Haze_a1_Hemp
Ice_wreck_a1_Hemp,452,Hemp,Ice_wreck_a1_Hemp
True_Purple_a1_Hemp,453,Hemp,True_Purple_a1_Hemp
Blue_Dragon_a1_Hemp,454,Hemp,Blue_Dragon_a1_Hemp
Blueberry_Diesel_a1_Hemp,455,Hemp,Blueberry_Diesel_a1_Hemp
Mother_of_Berries_a1_Hemp,456,Hemp,Mother_of_Berries_a1_Hemp
Purple_Mr._Nice_a1_Hemp,457,Hemp,Purple_Mr._Nice_a1_Hemp
Gorilla_Glue_4_a1_Hemp,458,Hemp,Gorilla_Glue_4_a1_Hemp
Black_Ice_9R1_a1_Type I,459,Type I,Black_Ice_9R1_a1_Type I
Whitaker_Blue_a1_Hemp,460,Hemp,Whitaker_Blue_a1_Hemp
Snowland_A_a1_Type I,461,Type I,Snowland_A_a1_Type I
Blotter_f1_Hemp,462,Hemp,Blotter_f1_Hemp
Blotter_b1_Type I,463,Type I,Blotter_b1_Type I
F2_a1_Hemp,464,Hemp,F2_a1_Hemp
Marionberry_Kush_a1_Type I,465,Type I,Marionberry_Kush_a1_Type I
White_Buffalo_a1_Hemp,466,Hemp,White_Buffalo_a1_Hemp
Lily1_a1_Type I,467,Type I,Lily1_a1_Type I
Girl_Scout_Cookie_b1_Hemp,468,Hemp,Girl_Scout_Cookie_b1_Hemp
GSC_Mint_a1_Hemp,469,Hemp,GSC_Mint_a1_Hemp
G.S.C._a1_Hemp,470,Hemp,G.S.C._a1_Hemp
The_Grapes_a1_Type I,471,Type I,The_Grapes_a1_Type I
Cinex_b1_Type I,472,Type I,Cinex_b1_Type I
Afterglow_a1_Type I,473,Type I,Afterglow_a1_Type I
Legend_a1_Type I,474,Type I,Legend_a1_Type I
Jack_Herer_c1_Unknown,475,Unknown,Jack_Herer_c1_Unknown
OG_99_a1_Type I,476,Type I,OG_99_a1_Type I
CinX_a1_Type I,477,Type I,CinX_a1_Type I
Rose_City_Cin_a1_Type I,478,Type I,Rose_City_Cin_a1_Type I
Cinex_c1_Type I,479,Type I,Cinex_c1_Type I
Yummy_a1_Type III,480,Type III,Yummy_a1_Type III
VL_a1_Hemp,481,Hemp,VL_a1_Hemp
Pink_Champagne_a1_Hemp,482,Hemp,Pink_Champagne_a1_Hemp
Kryptonite_a1_Hemp,483,Hemp,Kryptonite_a1_Hemp
Cotton_Candy_Kush_a1_Hemp,484,Hemp,Cotton_Candy_Kush_a1_Hemp
Cherry_Kush_a1_Hemp,485,Hemp,Cherry_Kush_a1_Hemp
F16_a1_Type I,486,Type I,F16_a1_Type I
God_Bud_a1_Hemp,487,Hemp,God_Bud_a1_Hemp
Blotter_a1_Type I,488,Type I,Blotter_a1_Type I
Bright_moments_a1_Type I,489,Type I,Bright_moments_a1_Type I
3x_Crazy_a1_Type I,490,Type I,3x_Crazy_a1_Type I
Jagor_OG_a1_Type I,491,Type I,Jagor_OG_a1_Type I
Purple_Hindu_Kush_a1_Type I,492,Type I,Purple_Hindu_Kush_a1_Type I
OG_Hindu_Jager_Kush_a1_Type I,493,Type I,OG_Hindu_Jager_Kush_a1_Type I
Purple_Afghanistan_a1_Type I,494,Type I,Purple_Afghanistan_a1_Type I
Blotter_d1_Hemp,495,Hemp,Blotter_d1_Hemp
Malawi_x_Super_Skunk_a1_Type I,496,Type I,Malawi_x_Super_Skunk_a1_Type I
Berry_Beard_a1_Type I,497,Type I,Berry_Beard_a1_Type I
Stella_Blue_a1_Hemp,498,Hemp,Stella_Blue_a1_Hemp
Red_Beard_a1_Type I,499,Type I,Red_Beard_a1_Type I
Pineapple_Purple_Berry_a1_Type I,500,Type I,Pineapple_Purple_Berry_a1_Type I
Blotter_c1_Hemp,501,Hemp,Blotter_c1_Hemp
LSD_b1_Hemp,502,Hemp,LSD_b1_Hemp
Cotton_Candy_DL_a1_Hemp,503,Hemp,Cotton_Candy_DL_a1_Hemp
Apple_Kush_a1_Hemp,504,Hemp,Apple_Kush_a1_Hemp
Columbian_x_Super_Skunk_a1_Type I,505,Type I,Columbian_x_Super_Skunk_a1_Type I
Purple_Sour_Diesel_a1_Type I,506,Type I,Purple_Sour_Diesel_a1_Type I
Vanilluna_a1_Hemp,507,Hemp,Vanilluna_a1_Hemp
Royal_Purple_Diesel_a1_Type I,508,Type I,Royal_Purple_Diesel_a1_Type I
Alaskan_Thunder_Fuck_a1_Type I,509,Type I,Alaskan_Thunder_Fuck_a1_Type I
Tangerine_Dream_a1_Hemp,510,Hemp,Tangerine_Dream_a1_Hemp
Root_Beer_Float_f1_Hemp,511,Hemp,Root_Beer_Float_f1_Hemp
Root_Beer_Float_d1_Hemp,512,Hemp,Root_Beer_Float_d1_Hemp
Root_Beer_Float_b1_Hemp,513,Hemp,Root_Beer_Float_b1_Hemp
Root_Beer_Float_a1_Hemp,514,Hemp,Root_Beer_Float_a1_Hemp
Cadillac_Purple_a1_Type I,515,Type I,Cadillac_Purple_a1_Type I
Banana_Kush_a1_Type I,516,Type I,Banana_Kush_a1_Type I
Purple_Urkel_a1_Type I,517,Type I,Purple_Urkel_a1_Type I
Purple_Urkle_c1_Type I,518,Type I,Purple_Urkle_c1_Type I
UW_Purple_Kush_a1_Type I,519,Type I,UW_Purple_Kush_a1_Type I
Grand_Daddy_Purple_b1_Type I,520,Type I,Grand_Daddy_Purple_b1_Type I
Grape_Ape_b1_Type I,521,Type I,Grape_Ape_b1_Type I
Grand_Daddy_Purple_a1_Type I,522,Type I,Grand_Daddy_Purple_a1_Type I
Gods_Gift_c1_Type I,523,Type I,Gods_Gift_c1_Type I
Purple_Alien_OG_a1_Type I,524,Type I,Purple_Alien_OG_a1_Type I
Purple_Cadillac_a1_Unknown,525,Unknown,Purple_Cadillac_a1_Unknown
Gods_Gift_a1_Unknown,526,Unknown,Gods_Gift_a1_Unknown
Purple_Kush_b1_Type I,527,Type I,Purple_Kush_b1_Type I
Purple_Urkle_b1_Type I,528,Type I,Purple_Urkle_b1_Type I
Lavender_c1_Type I,529,Type I,Lavender_c1_Type I
Juicy_Fruit_a1_Type I,530,Type I,Juicy_Fruit_a1_Type I
Bobs_GDP_a1_Type I,531,Type I,Bobs_GDP_a1_Type I
Gods_Gift_b1_Type I,532,Type I,Gods_Gift_b1_Type I
Purple_Kush_a1_Type I,533,Type I,Purple_Kush_a1_Type I
Juanita_Dogramosa_a1_Type I,534,Type II,Juanita_Dogramosa_a1_Type II
Blue_Magoo_b1_Type I,535,Type I,Blue_Magoo_b1_Type I
Blue_Magoo_a1_Type I,536,Type I,Blue_Magoo_a1_Type I
Panda_Cookies_a1_Type I,537,Type I,Panda_Cookies_a1_Type I
Platinum_Cookies_a1_Type I,538,Type I,Platinum_Cookies_a1_Type I
Cookies_b1_Unknown,539,Unknown,Cookies_b1_Unknown
Kandy_Land_a1_Type I,540,Type I,Kandy_Land_a1_Type I
Platinum_OG_Cookies_a1_Type I,541,Type I,Platinum_OG_Cookies_a1_Type I
Forum_Cut_Cookies_a1_Type I,542,Type I,Forum_Cut_Cookies_a1_Type I
GSC_a1_Type I,543,Type I,GSC_a1_Type I
Girl_Scout_Cookie_a1_Type I,544,Type I,Girl_Scout_Cookie_a1_Type I
Sunset_Sherbert_a1_Type I,545,Type I,Sunset_Sherbert_a1_Type I
Platinum_Cookies_b1_Type I,546,Type I,Platinum_Cookies_b1_Type I
Animal_Cookies_d1_Type I,547,Type I,Animal_Cookies_d1_Type I
Amethyst_a1_Type I,548,Type I,Amethyst_a1_Type I
Silver_Tip_a1_Type I,549,Type I,Silver_Tip_a1_Type I
Bubba_GDP_a1_Type I,550,Type I,Bubba_GDP_a1_Type I
Girl_Scout_Cookies_c1_Type I,551,Type I,Girl_Scout_Cookies_c1_Type I
Kracken_a1_Type I,552,Type I,Kracken_a1_Type I
Cherry_Cola_a1_Hemp,553,Hemp,Cherry_Cola_a1_Hemp
Sour_Diesel_f1_Type I,554,Type I,Sour_Diesel_f1_Type I
Sour_Diesel_l1_Type I,555,Type I,Sour_Diesel_l1_Type I
Sour_Diesel_a1_Type I,556,Type I,Sour_Diesel_a1_Type I
Sour_Diesel_d1_Type I,557,Type I,Sour_Diesel_d1_Type I
Sour_Diesel_j1_Type I,558,Type I,Sour_Diesel_j1_Type I
Sour_Diesel_c1_Type I,559,Type I,Sour_Diesel_c1_Type I
Platinum_Headband_a1_Type I,560,Type I,Platinum_Headband_a1_Type I
Headband_a1_Type I,561,Type I,Headband_a1_Type I
East_Coast_Sour_Diesel_a1_Type I,562,Type I,East_Coast_Sour_Diesel_a1_Type I
NYCD_a1_Type I,563,Type I,NYCD_a1_Type I
Sour_Diesel_g1_Type I,564,Type I,Sour_Diesel_g1_Type I
Sour_Diesel_n1_Type I,565,Type I,Sour_Diesel_n1_Type I
AJ_Sour_Diesel_a1_Type I,566,Type I,AJ_Sour_Diesel_a1_Type I
Sour_Diesel_k1_Type I,567,Type I,Sour_Diesel_k1_Type I
Sour_Diesel_m1_Type I,568,Type I,Sour_Diesel_m1_Type I
Twilight_a1_Type I,569,Type I,Twilight_a1_Type I
Headband_c1_Type I,570,Type I,Headband_c1_Type I
Chemdawg_special_reserve_a1_Type I,571,Type I,Chemdawg_special_reserve_a1_Type I
Chem_Dawg_Special_Reserve_a1_Unknown,572,Unknown,Chem_Dawg_Special_Reserve_a1_Unknown
White_Ribbon_a1_Type I,573,Type I,White_Ribbon_a1_Type I
Pineapple_Chunk_a1_Type I,574,Type I,Pineapple_Chunk_a1_Type I
LSD_a1_Type I,575,Type I,LSD_a1_Type I
Tangie_b1_Type I,576,Type I,Tangie_b1_Type I
Kauai_Aloha_a1_Type I,577,Type I,Kauai_Aloha_a1_Type I
Candy_Cheese_a1_Type I,578,Type I,Candy_Cheese_a1_Type I
Super_Lemon_Haze_c1_Type I,579,Type I,Super_Lemon_Haze_c1_Type I
Lemon_Jack_a1_Type I,580,Type I,Lemon_Jack_a1_Type I
Super_Lemon_Haze_a1_Type I,581,Type I,Super_Lemon_Haze_a1_Type I
Jacks_Cheese_a1_Type I,582,Type I,Jacks_Cheese_a1_Type I
AC_DC_d1_Unknown,583,Unknown,AC_DC_d1_Unknown
Apollo_13_a1_Type I,584,Type I,Apollo_13_a1_Type I
Lambs_Bread_a1_Type I,585,Type I,Lambs_Bread_a1_Type I
Super_Silver_Haze_a1_Type I,586,Type I,Super_Silver_Haze_a1_Type I
Kush_a1_Type I,587,Type I,Kush_a1_Type I
Jack_the_Ripper_4_a1_Type I,588,Type I,Jack_the_Ripper_4_a1_Type I
Brain_Freeze_a1_Type I,589,Type I,Brain_Freeze_a1_Type I
Tangie_a1_Type I,590,Type I,Tangie_a1_Type I
Cinex_a1_Type I,591,Type I,Cinex_a1_Type I
Strawberry_Cough_b1_Type I,592,Type I,Strawberry_Cough_b1_Type I
The_L_Word_a1_Type I,593,Type I,The_L_Word_a1_Type I
Critical_Mass_a1_Type III,594,Type III,Critical_Mass_a1_Type III
Strawberry_Ice_a1_Type I,595,Type I,Strawberry_Ice_a1_Type I
Bogota_Breeze_a1_Type I,596,Type I,Bogota_Breeze_a1_Type I
UK_Cheese_a1_Type I,597,Type I,UK_Cheese_a1_Type I
Summit_Sweet_Skunk_a1_Type I,598,Type I,Summit_Sweet_Skunk_a1_Type I
Fuku_1_a1_Type I,599,Type I,Fuku_1_a1_Type I
Agent_Orange_c1_Type I,600,Type I,Agent_Orange_c1_Type I
Trinity_Blueberry_a1_Type I,601,Type I,Trinity_Blueberry_a1_Type I
UW_a1_Type I,602,Type I,UW_a1_Type I
Ace_of_Spades_c1_Type I,603,Type I,Ace_of_Spades_c1_Type I
Black_Cherry_Soda_a1_Type I,604,Type I,Black_Cherry_Soda_a1_Type I
Pandoras_Box_a1_Type I,605,Type I,Pandoras_Box_a1_Type I
Space_Candy_b1_Type I,606,Type I,Space_Candy_b1_Type I
